end_country,flights,month
UZ,1666,201901
MT,1619,201901
HR,1579,201901
GE,1443,201901
BM,1195,201901
TN,1057,201901
BA,999,201901
SN,986,201901
KG,986,201901
UY,979,201901
LA,976,201901
RS,867,201901
MK,783,201901
SG,775,201901
EE,763,201901
AL,619,201901
KW,543,201901
XK,520,201901
AW,476,201901
VE,449,201901
PY,425,201901
JE,419,201901
IM,382,201901
SY,364,201901
SI,360,201901
PS,359,201901
CW,326,201901
MM,312,201901
BW,270,201901
VN,245,201901
MD,233,201901
GM,217,201901
GY,208,201901
GI,188,201901
JO,182,201901
GG,181,201901
SK,164,201901
IQ,158,201901
KP,149,201901
MZ,147,201901
PE,141,201901
TT,93,201901
GW,85,201901
NP,84,201901
CV,77,201901
AX,75,201901
MR,64,201901
TJ,63,201901
BQ,63,201901
GN,60,201901
NA,53,201901
ME,47,201901
LY,46,201901
BD,40,201901
GD,33,201901
PM,29,201901
BN,27,201901
LS,15,201901
ZW,14,201901
MN,10,201901
AZ,7,201901
PK,5,201901
MW,4,201901
DM,1,201901
SR,1,201901
US,1220914,201909
DE,104392,201909
CN,101089,201909
GB,98969,201909
AU,94460,201909
ES,79916,201909
IT,72282,201909
IN,72166,201909
FR,69788,201909
TR,68324,201909
RU,64962,201909
CA,60609,201909
JP,58804,201909
BR,49378,201909
TH,38423,201909
MY,36427,201909
KR,28432,201909
AE,28262,201909
GR,25598,201909
NO,22433,201909
SA,21784,201909
NL,21275,201909
HK,20985,201909
CH,20717,201909
NZ,20605,201909
TW,20124,201909
PH,20065,201909
SE,19263,201909
PL,17687,201909
PT,17089,201909
DK,16741,201909
BE,16372,201909
AT,14510,201909
ID,13635,201909
IE,13557,201909
QA,11413,201909
ZA,11025,201909
FI,10352,201909
AR,9949,201909
SG,9825,201909
VN,9054,201909
CZ,8376,201909
IL,7809,201909
RO,7002,201909
RS,6271,201909
HU,6052,201909
MA,5795,201909
UA,5769,201909
PE,5497,201909
HR,4989,201909
MX,4456,201909
KZ,4409,201909
LV,3858,201909
BH,3844,201909
PK,3640,201909
DZ,3382,201909
LU,2985,201909
CY,2825,201909
BG,2824,201909
MT,2795,201909
IR,2764,201909
TN,2748,201909
BY,2698,201909
BA,2661,201909
LT,2588,201909
OM,2161,201909
IS,2075,201909
BO,2017,201909
LB,1886,201909
EG,1739,201909
LA,1711,201909
UZ,1680,201909
EE,1518,201909
PF,1483,201909
BS,1448,201909
NP,1403,201909
AL,1317,201909
CR,1183,201909
BM,1060,201909
BB,1041,201909
SN,949,201909
SI,900,201909
JE,891,201909
TT,817,201909
EC,645,201909
GT,568,201909
SK,514,201909
ML,467,201909
LC,437,201909
PS,378,201909
KP,352,201909
VC,351,201909
KH,349,201909
UY,349,201909
BD,331,201909
GD,325,201909
GI,310,201909
GY,305,201909
GG,256,201909
VE,251,201909
KG,245,201909
XK,238,201909
BW,238,201909
ME,231,201909
DM,215,201909
MD,196,201909
LK,186,201909
MM,184,201909
LS,156,201909
SZ,135,201909
AX,120,201909
IM,113,201909
JO,100,201909
SY,95,201909
LY,92,201909
CO,88,201909
GM,87,201909
GW,82,201909
MK,78,201909
MR,74,201909
AZ,64,201909
GN,53,201909
BN,53,201909
KW,52,201909
PY,51,201909
PM,40,201909
NI,38,201909
MQ,34,201909
TJ,28,201909
GP,18,201909
CV,16,201909
NC,8,201909
IQ,4,201909
FO,4,201909
MN,3,201909
GE,3,201909
US,558964,202004
CN,39968,202004
AU,35110,202004
JP,22760,202004
CA,19329,202004
DE,18840,202004
RU,11261,202004
GB,11102,202004
KR,9880,202004
BR,6697,202004
NO,6381,202004
TW,6328,202004
FR,6060,202004
HK,5622,202004
IT,5113,202004
NL,4287,202004
AE,4038,202004
ES,3657,202004
QA,3432,202004
MX,3388,202004
SE,3093,202004
ID,2998,202004
DK,2893,202004
TR,2783,202004
CH,2688,202004
SA,2559,202004
TH,2454,202004
PL,2407,202004
BE,2380,202004
MY,2368,202004
SG,2262,202004
NZ,2212,202004
IN,2150,202004
CZ,1724,202004
IE,1619,202004
GR,1568,202004
FI,1423,202004
PH,1397,202004
AT,1369,202004
KZ,1218,202004
VN,1170,202004
CO,1130,202004
PT,837,202004
PR,836,202004
BH,832,202004
RO,797,202004
HU,750,202004
PE,715,202004
LU,602,202004
IR,537,202004
IL,483,202004
AR,450,202004
LT,443,202004
DZ,395,202004
IS,390,202004
CY,365,202004
ZA,342,202004
UA,312,202004
BY,306,202004
RS,257,202004
EE,257,202004
GE,248,202004
MT,246,202004
BD,242,202004
HR,235,202004
BG,232,202004
SI,223,202004
MA,219,202004
SK,217,202004
BS,214,202004
DO,207,202004
CU,197,202004
LV,192,202004
SN,187,202004
CR,150,202004
OM,140,202004
PK,135,202004
KP,120,202004
PF,108,202004
UZ,106,202004
LK,106,202004
AM,104,202004
BM,84,202004
TN,83,202004
BA,77,202004
BO,69,202004
BB,61,202004
JE,53,202004
LB,46,202004
VE,45,202004
AX,44,202004
LA,39,202004
UY,38,202004
VI,37,202004
CV,31,202004
TT,31,202004
EG,26,202004
GY,23,202004
GI,20,202004
NI,20,202004
AL,18,202004
GT,17,202004
GG,14,202004
SY,14,202004
GM,13,202004
KG,12,202004
IM,11,202004
MR,10,202004
KH,9,202004
GN,9,202004
VC,8,202004
GD,8,202004
VG,8,202004
PM,7,202004
KE,7,202004
NP,7,202004
LC,7,202004
ME,6,202004
MK,6,202004
GW,6,202004
AZ,6,202004
MM,5,202004
XK,4,202004
BW,3,202004
TC,3,202004
FO,2,202004
EC,2,202004
CL,2,202004
BN,2,202004
GP,1,202004
PY,1,202004
KW,1,202004
US,1052692,201905
GB,97638,201905
DE,97362,201905
AU,90055,201905
IN,73595,201905
ES,70395,201905
IT,69405,201905
FR,67732,201905
RU,61365,201905
JP,60360,201905
CA,52899,201905
TR,52064,201905
BR,46252,201905
CN,41288,201905
TH,39504,201905
MY,34029,201905
KR,25570,201905
AE,22471,201905
PH,22329,201905
SA,21864,201905
NL,21599,201905
GR,21000,201905
TW,19654,201905
CH,19584,201905
HK,18844,201905
SE,18113,201905
NZ,17961,201905
NO,17753,201905
MX,17412,201905
PT,16317,201905
BE,15862,201905
DK,15515,201905
PL,15095,201905
ID,14043,201905
AT,13773,201905
IE,12939,201905
QA,10071,201905
ZA,8968,201905
FI,8410,201905
AR,7624,201905
RO,7286,201905
CZ,6578,201905
IL,6112,201905
SG,6097,201905
MA,5802,201905
HU,5739,201905
UA,4661,201905
RS,4368,201905
HR,4097,201905
BG,4005,201905
KZ,3929,201905
PE,3781,201905
DZ,3699,201905
BH,3622,201905
LV,3348,201905
PK,3115,201905
CY,2934,201905
IS,2862,201905
LU,2673,201905
BO,2588,201905
BA,2462,201905
IR,2362,201905
BY,2208,201905
BS,2155,201905
UZ,2147,201905
LT,1919,201905
NP,1859,201905
AL,1626,201905
TN,1498,201905
BM,1460,201905
EG,1396,201905
LA,1373,201905
PF,1347,201905
EE,1294,201905
OM,1203,201905
BB,1199,201905
LB,1148,201905
SN,1080,201905
EC,892,201905
JE,878,201905
LK,763,201905
SI,714,201905
KH,665,201905
TT,542,201905
GD,504,201905
UY,483,201905
GG,460,201905
SK,432,201905
MT,411,201905
KP,404,201905
MK,398,201905
MM,376,201905
LC,356,201905
VC,355,201905
MD,329,201905
XK,321,201905
GY,281,201905
GI,267,201905
BW,267,201905
KG,236,201905
IM,230,201905
CV,225,201905
LS,171,201905
CO,168,201905
SZ,162,201905
MR,153,201905
VE,148,201905
GM,123,201905
GN,96,201905
AX,94,201905
GW,90,201905
PS,84,201905
AZ,72,201905
DM,71,201905
PY,66,201905
TJ,64,201905
ME,64,201905
SY,56,201905
BN,41,201905
PM,41,201905
MQ,29,201905
JO,20,201905
VN,19,201905
LY,18,201905
ZW,8,201905
MN,4,201905
GP,3,201905
CL,3,201905
KW,2,201905
GE,2,201905
IQ,1,201905
ML,1,201905
US,1470579,202109
DE,90700,202109
GB,83330,202109
RU,68780,202109
CA,68170,202109
ES,65077,202109
IT,61739,202109
FR,60903,202109
TR,57477,202109
IN,53194,202109
AU,48748,202109
BR,43478,202109
JP,41636,202109
CN,30309,202109
GR,21562,202109
NO,21547,202109
NL,20656,202109
CH,19751,202109
AE,19134,202109
KR,18701,202109
PL,18693,202109
MX,18077,202109
PT,16127,202109
BE,15852,202109
DK,13505,202109
AT,13053,202109
SE,12449,202109
NZ,10804,202109
QA,10081,202109
SA,9160,202109
RO,8035,202109
IE,7870,202109
CZ,7806,202109
HR,7727,202109
TW,7661,202109
HK,7506,202109
PE,7225,202109
UA,7020,202109
MA,6819,202109
ZA,6437,202109
PH,5636,202109
TH,5490,202109
SG,5351,202109
MY,5314,202109
FI,5077,202109
CY,4464,202109
HU,4445,202109
PA,4016,202109
AR,3921,202109
IL,3877,202109
ID,3734,202109
BG,3615,202109
PR,3350,202109
KE,3239,202109
RS,3194,202109
BA,2697,202109
BD,2654,202109
BS,2646,202109
LU,2585,202109
LV,2498,202109
DZ,2494,202109
BH,2307,202109
EC,2199,202109
MT,2168,202109
LT,2087,202109
EG,2076,202109
KZ,1920,202109
VN,1643,202109
BY,1397,202109
LB,1383,202109
EE,1356,202109
SN,1301,202109
OM,1284,202109
IR,1223,202109
PK,1141,202109
GT,1096,202109
SI,1079,202109
JE,974,202109
AW,958,202109
XK,837,202109
PF,806,202109
MK,773,202109
BB,542,202109
BM,530,202109
SK,516,202109
MD,438,202109
LK,437,202109
GG,429,202109
CW,376,202109
AL,365,202109
IM,335,202109
GI,289,202109
VE,286,202109
ME,281,202109
CO,281,202109
GE,278,202109
LY,276,202109
KP,273,202109
TN,256,202109
IS,232,202109
GD,211,202109
TT,192,202109
PS,190,202109
TZ,161,202109
SY,159,202109
VC,150,202109
UY,111,202109
GY,107,202109
FO,93,202109
GW,88,202109
GM,87,202109
MR,87,202109
LC,82,202109
AX,71,202109
DO,65,202109
KW,56,202109
SV,49,202109
DM,41,202109
JO,40,202109
LA,39,202109
CU,38,202109
MQ,37,202109
GN,20,202109
AZ,16,202109
CV,14,202109
KG,13,202109
VI,10,202109
MN,10,202109
PY,8,202109
KH,7,202109
GP,6,202109
BO,5,202109
BN,2,202109
BQ,2,202109
IQ,2,202109
LS,2,202109
NP,2,202109
MM,1,202109
US,1304091,201910
DE,102296,201910
AU,98968,201910
CN,98805,201910
GB,94612,201910
IN,78109,201910
ES,77260,201910
CA,65917,201910
IT,65712,201910
FR,65276,201910
TR,64216,201910
RU,59918,201910
JP,56879,201910
BR,51908,201910
TH,38939,201910
MY,37463,201910
AE,28931,201910
KR,25997,201910
NO,23382,201910
NL,22710,201910
PH,22461,201910
NZ,21895,201910
SA,21471,201910
TW,21384,201910
HK,21285,201910
CH,19815,201910
GR,19467,201910
SE,18806,201910
ID,16788,201910
DK,16711,201910
PL,16709,201910
SG,16303,201910
BE,15931,201910
PT,15623,201910
AT,13816,201910
IE,12863,201910
QA,11478,201910
ZA,10798,201910
FI,10365,201910
PE,10033,201910
AR,9986,201910
IL,7685,201910
CZ,7327,201910
VN,6628,201910
RO,6323,201910
HU,5814,201910
UA,5607,201910
MA,5302,201910
MX,5192,201910
KZ,4788,201910
RS,4639,201910
BH,4104,201910
LV,3706,201910
HR,3706,201910
DZ,3566,201910
IR,3519,201910
LU,2879,201910
MT,2709,201910
CY,2667,201910
CR,2664,201910
LT,2504,201910
BG,2501,201910
BA,2439,201910
OM,2406,201910
TN,2134,201910
PK,2107,201910
IS,2044,201910
BS,1959,201910
BY,1868,201910
CO,1858,201910
UZ,1823,201910
LB,1762,201910
EG,1661,201910
LA,1627,201910
BO,1570,201910
EE,1550,201910
PF,1544,201910
NP,1180,201910
BB,1123,201910
BD,1075,201910
SN,1045,201910
TT,847,201910
LK,824,201910
BM,809,201910
AL,808,201910
SI,795,201910
JE,703,201910
GT,628,201910
ML,580,201910
KH,533,201910
EC,533,201910
PS,513,201910
LC,461,201910
SK,440,201910
KP,408,201910
GD,367,201910
VC,363,201910
GY,341,201910
NI,285,201910
UY,275,201910
MK,260,201910
GI,259,201910
KG,253,201910
GG,242,201910
VE,231,201910
MD,212,201910
BW,183,201910
XK,178,201910
DM,173,201910
AX,148,201910
MM,147,201910
IM,129,201910
JO,122,201910
LS,122,201910
GM,111,201910
SY,109,201910
ME,107,201910
MR,103,201910
SZ,103,201910
AZ,91,201910
GW,89,201910
GN,86,201910
CV,67,201910
MQ,60,201910
KW,59,201910
LY,58,201910
PY,57,201910
TJ,39,201910
PM,32,201910
BN,10,201910
GP,10,201910
IQ,6,201910
NC,5,201910
GE,3,201910
SV,1,201910
US,926918,202102
AU,60104,202102
IN,58783,202102
CN,54574,202102
BR,34269,202102
RU,34163,202102
DE,30585,202102
CA,26164,202102
FR,24079,202102
TR,23694,202102
JP,22839,202102
NZ,21436,202102
GB,20445,202102
KR,16254,202102
IT,16059,202102
VN,15404,202102
ES,13935,202102
AE,12497,202102
MX,12308,202102
NO,12114,202102
TW,8847,202102
CO,8510,202102
NL,8208,202102
CH,7653,202102
SA,6442,202102
QA,6405,202102
ID,6070,202102
PH,5771,202102
BS,5071,202102
HK,4996,202102
BE,4778,202102
PR,4767,202102
SE,4652,202102
MY,4430,202102
SG,4267,202102
PL,4118,202102
KZ,3722,202102
DK,3682,202102
AT,3554,202102
TH,3552,202102
ZA,3340,202102
PE,3232,202102
MA,3121,202102
BD,2878,202102
PA,2839,202102
PT,2759,202102
GR,2745,202102
UA,2658,202102
FI,2646,202102
KE,2485,202102
CZ,2333,202102
RO,2309,202102
IE,2272,202102
IR,2150,202102
PK,2045,202102
CU,1728,202102
DZ,1655,202102
GT,1367,202102
BH,1274,202102
EG,1256,202102
CL,1245,202102
IL,1148,202102
OM,1125,202102
LU,1080,202102
HU,1009,202102
CY,869,202102
EC,863,202102
HR,844,202102
RS,822,202102
BY,800,202102
VI,785,202102
CR,780,202102
UZ,777,202102
SN,755,202102
BG,741,202102
LB,712,202102
PF,697,202102
LT,684,202102
BA,631,202102
AR,578,202102
MT,545,202102
LV,510,202102
NI,484,202102
NP,467,202102
EE,443,202102
SI,396,202102
KP,269,202102
TN,249,202102
LK,239,202102
BM,237,202102
IS,231,202102
PS,223,202102
MK,182,202102
VG,174,202102
SY,173,202102
JE,168,202102
SK,152,202102
LY,151,202102
BB,149,202102
KG,135,202102
VE,134,202102
ML,128,202102
JO,122,202102
ME,116,202102
AL,116,202102
UY,115,202102
LC,103,202102
GG,93,202102
GI,93,202102
TZ,92,202102
MD,90,202102
TT,85,202102
GY,82,202102
GM,70,202102
VC,64,202102
GW,56,202102
AX,55,202102
IM,52,202102
MM,50,202102
GD,50,202102
KH,41,202102
MR,39,202102
XK,35,202102
KW,33,202102
CV,29,202102
DM,20,202102
MQ,15,202102
LA,14,202102
AF,14,202102
GN,12,202102
HN,11,202102
TJ,10,202102
FO,6,202102
IQ,5,202102
SV,5,202102
BW,5,202102
AZ,5,202102
GP,4,202102
DO,2,202102
PY,1,202102
CM,1,202102
US,793807,201902
AU,87293,201902
DE,75381,201902
GB,71486,201902
IN,68795,201902
JP,57051,201902
ES,50411,201902
BR,49975,201902
IT,48968,201902
FR,47788,201902
RU,45761,201902
TR,44541,201902
CN,41080,201902
CA,36331,201902
MY,32530,201902
ID,29404,201902
AE,23984,201902
SA,20817,201902
KR,18272,201902
PH,17867,201902
TW,17729,201902
CH,17325,201902
NZ,17194,201902
HK,16520,201902
SE,15204,201902
NO,14876,201902
NL,14636,201902
MX,12782,201902
DK,12275,201902
BE,11407,201902
PT,10843,201902
PL,10423,201902
GR,10073,201902
AT,9768,201902
IE,9581,201902
QA,9469,201902
AR,9265,201902
BS,7107,201902
FI,6868,201902
MA,6446,201902
ZA,5935,201902
TH,5906,201902
RO,5777,201902
CZ,4772,201902
SG,4326,201902
HU,4251,201902
OM,3846,201902
IL,3665,201902
IR,3319,201902
BH,3206,201902
UA,2949,201902
DZ,2945,201902
CL,2924,201902
LK,2870,201902
IS,2531,201902
EG,2515,201902
BO,2387,201902
KZ,2264,201902
LV,1988,201902
BY,1921,201902
CU,1873,201902
BG,1819,201902
LU,1794,201902
CY,1642,201902
LT,1569,201902
HR,1539,201902
UZ,1510,201902
LA,1447,201902
LB,1396,201902
BM,1312,201902
MT,1245,201902
BA,1136,201902
RS,1107,201902
GE,1044,201902
KG,1006,201902
TN,999,201902
SN,989,201902
NP,919,201902
EE,783,201902
UY,778,201902
MK,570,201902
MM,532,201902
VN,503,201902
PS,499,201902
SI,452,201902
JE,413,201902
XK,361,201902
VE,358,201902
AL,307,201902
PY,299,201902
SK,262,201902
SY,258,201902
AW,241,201902
BW,232,201902
MZ,228,201902
JO,218,201902
GM,218,201902
CO,208,201902
MD,197,201902
GI,170,201902
GY,159,201902
CW,154,201902
PE,145,201902
TT,138,201902
EC,137,201902
GG,130,201902
KP,129,201902
CV,98,201902
GW,96,201902
MR,85,201902
GN,72,201902
BD,67,201902
IM,63,201902
AX,60,201902
TJ,43,201902
LY,42,201902
BQ,40,201902
PM,30,201902
ME,29,201902
DO,26,201902
ZW,23,201902
MW,18,201902
GD,14,201902
PK,14,201902
BN,14,201902
LS,12,201902
MN,8,201902
PR,8,201902
AZ,7,201902
SZ,2,201902
NC,1,201902
VC,1,201902
US,1362820,202105
CN,82077,202105
AU,77587,202105
RU,54897,202105
DE,48670,202105
GB,43493,202105
CA,37991,202105
JP,37221,202105
FR,33351,202105
BR,32625,202105
ES,29503,202105
IT,27943,202105
IN,26735,202105
TR,25451,202105
NZ,22726,202105
MX,22087,202105
KR,21741,202105
NO,14210,202105
AE,13539,202105
NL,11504,202105
CH,10310,202105
VN,9588,202105
ID,9368,202105
PL,9040,202105
PT,8937,202105
TW,8792,202105
CO,8128,202105
BE,7854,202105
SA,7519,202105
BS,7397,202105
QA,7057,202105
DK,6811,202105
HK,6566,202105
PR,6231,202105
GR,6227,202105
UA,6082,202105
SE,6052,202105
AT,6045,202105
ZA,6004,202105
PE,5406,202105
SG,5108,202105
MY,4925,202105
KZ,4772,202105
EG,4757,202105
CZ,4418,202105
RO,4275,202105
TH,4214,202105
PA,3459,202105
PH,3061,202105
IE,2866,202105
FI,2720,202105
IL,2696,202105
KE,2495,202105
IR,2481,202105
PK,2256,202105
BD,2142,202105
HR,1996,202105
CU,1930,202105
CY,1906,202105
DZ,1827,202105
RS,1774,202105
BH,1712,202105
UZ,1689,202105
HU,1608,202105
LU,1592,202105
MA,1591,202105
LT,1437,202105
BY,1391,202105
KW,1385,202105
BG,1244,202105
LV,1217,202105
BA,1192,202105
GT,1037,202105
LB,1024,202105
EC,964,202105
PF,948,202105
SN,913,202105
MT,817,202105
AW,773,202105
VI,758,202105
EE,736,202105
IS,683,202105
IQ,669,202105
SI,590,202105
CL,539,202105
AR,532,202105
TN,531,202105
NI,492,202105
ML,479,202105
JE,473,202105
BB,435,202105
AL,391,202105
SK,378,202105
BM,368,202105
PS,364,202105
JO,328,202105
OM,301,202105
SY,279,202105
MK,277,202105
MD,251,202105
KG,246,202105
LC,230,202105
GG,219,202105
ME,218,202105
VE,213,202105
LY,206,202105
KH,203,202105
LK,199,202105
TT,179,202105
GD,167,202105
TZ,144,202105
NP,140,202105
VG,133,202105
VC,124,202105
XK,120,202105
CW,118,202105
MM,112,202105
GI,102,202105
SV,100,202105
GY,98,202105
IM,89,202105
UY,82,202105
GN,75,202105
PY,72,202105
GM,70,202105
GE,69,202105
TJ,62,202105
CV,62,202105
GW,49,202105
DM,49,202105
MR,47,202105
AZ,30,202105
LA,28,202105
AX,27,202105
MQ,23,202105
BW,22,202105
GP,15,202105
FO,11,202105
CR,5,202105
BQ,5,202105
HN,5,202105
DO,3,202105
BO,3,202105
CM,3,202105
BN,2,202105
LS,1,202105
US,1253635,202202
AU,71372,202202
GB,61582,202202
DE,58672,202202
CA,54080,202202
CN,52341,202202
FR,47812,202202
IN,46711,202202
ES,46394,202202
BR,43611,202202
RU,42158,202202
IT,41663,202202
JP,41073,202202
TR,34929,202202
MX,25746,202202
AE,22922,202202
KR,20846,202202
NZ,18807,202202
CH,17353,202202
NO,16432,202202
NL,15306,202202
PT,12849,202202
PH,12511,202202
MY,11706,202202
PL,11553,202202
BE,11515,202202
VN,10816,202202
SE,9735,202202
DK,9606,202202
SA,9335,202202
GR,8759,202202
QA,8524,202202
TH,8258,202202
AR,8181,202202
AT,8180,202202
PE,7775,202202
IE,7374,202202
TW,7367,202202
ZA,6719,202202
PR,6226,202202
FI,5466,202202
PA,4943,202202
MA,4730,202202
RO,4724,202202
KZ,4456,202202
DO,4282,202202
CZ,4022,202202
UA,3609,202202
IL,3554,202202
CO,3340,202202
HU,3306,202202
BS,3238,202202
HK,2897,202202
CY,2727,202202
DZ,2494,202202
ID,2491,202202
EG,2306,202202
BH,2135,202202
PK,2114,202202
LU,2072,202202
IS,1889,202202
BD,1842,202202
BG,1792,202202
RS,1724,202202
HR,1659,202202
LV,1640,202202
IR,1627,202202
SG,1579,202202
LT,1578,202202
PF,1465,202202
GT,1414,202202
BA,1330,202202
EC,1291,202202
OM,1275,202202
MT,1238,202202
LB,1206,202202
SN,1103,202202
BB,1049,202202
EE,1003,202202
AW,981,202202
VI,906,202202
GE,810,202202
BY,706,202202
JE,653,202202
SI,565,202202
BM,510,202202
GG,399,202202
CL,377,202202
ME,350,202202
GD,339,202202
VE,337,202202
IM,322,202202
CW,316,202202
MK,315,202202
GY,309,202202
VC,296,202202
TT,262,202202
LK,244,202202
GI,235,202202
KP,232,202202
KG,225,202202
SK,223,202202
AL,203,202202
GM,195,202202
LY,184,202202
SY,184,202202
MD,175,202202
PS,169,202202
XK,160,202202
JO,156,202202
KE,155,202202
GN,130,202202
UY,111,202202
LC,99,202202
SV,97,202202
GW,92,202202
MQ,60,202202
CU,60,202202
VG,56,202202
MR,46,202202
CV,46,202202
LA,42,202202
AX,38,202202
DM,32,202202
BN,30,202202
HT,24,202202
MN,6,202202
AZ,6,202202
MV,5,202202
BO,5,202202
MM,4,202202
KW,3,202202
BQ,2,202202
FO,2,202202
NA,1,202202
ET,1,202202
TC,1,202202
GP,1,202202
EH,1,202202
US,1372661,202111
GB,70204,202111
DE,64926,202111
AU,60599,202111
CA,60589,202111
IN,58408,202111
JP,50755,202111
RU,50513,202111
FR,49441,202111
ES,47607,202111
IT,46864,202111
BR,46715,202111
TR,41154,202111
MX,30889,202111
CN,28758,202111
KR,23503,202111
NO,22419,202111
NZ,17920,202111
NL,16928,202111
PT,15047,202111
PL,14145,202111
CH,13899,202111
